1, 1.923037926571132, 0.003
2, 1.921215853067338, 0.018
3, 1.919487318404844, 0.021
4, 1.91779386892586, 0.024
5, 1.916124584142449, 0.027
6, 1.914468930836839, 0.03
7, 1.912817277925133, 0.032
8, 1.911863505907995, 0.035
9, 1.911083231788295, 0.03800000000000001
10, 1.910092619739357, 0.041
11, 1.908960848912683, 0.043
12, 1.908233032804205, 0.046
13, 1.907241163416568, 0.049
14, 1.906413199449291, 0.052
15, 1.905742275941116, 0.05400000000000001
16, 1.905332043101166, 0.057
17, 1.90467319987161, 0.06
18, 1.903865711589059, 0.063
19, 1.90329298377304, 0.07500000000000001
20, 1.902629379183384, 0.07800000000000001
400, 1.580603696980493, 0.097
800, 1.346562588739399, 0.117
1200, 1.166708978448714, 0.137
1600, 1.019798551855806, 0.157
2000, 0.9076467421997008, 0.176
2400, 0.8142220452777321, 0.196
2800, 0.7399531435062426, 0.217
3200, 0.6750182246087502, 0.237
3600, 0.6195256798788358, 0.257
4000, 0.5749900317896199, 0.286
4400, 0.537911027874861, 0.3070000000000001
4800, 0.5047827262308225, 0.327
5200, 0.4760156905946796, 0.347
5600, 0.4517295629555712, 0.367
6000, 0.4276866016363305, 0.388
6400, 0.4074714099979586, 0.408
6800, 0.3887709392215793, 0.428
7200, 0.3710769988601912, 0.449
7600, 0.3537663932147445, 0.478
8000, 0.3386456015344249, 0.499
8400, 0.3251441959900499, 0.519
8800, 0.3122642570107733, 0.54
9200, 0.2992085241569244, 0.5600000000000001
9600, 0.2900126982407452, 0.5810000000000001
10000, 0.281227947435288, 0.6010000000000001
10400, 0.2717926301943851, 0.6220000000000001
10800, 0.2623611152798452, 0.642
11200, 0.2534524546048201, 0.672
11600, 0.2454574936877657, 0.6930000000000001
12000, 0.2391301400709947, 0.713
12400, 0.232784050848293, 0.734
12800, 0.2260774210625887, 0.754
13200, 0.2198911826118988, 0.775
13600, 0.214447002048561, 0.795
14000, 0.2091857469603946, 0.8160000000000001
14400, 0.2034286082385035, 0.8360000000000001
14800, 0.1980619124344497, 0.8660000000000001
15200, 0.192835240917337, 0.8870000000000001
15600, 0.1877200607575927, 0.907
16000, 0.1833277171428711, 0.928
16400, 0.17939985536153, 0.9480000000000001
16800, 0.1751540695218063, 0.969
17200, 0.1711818297885698, 0.99
17600, 0.1671627313758631, 1.01
18000, 0.1635981222969655, 1.031
18400, 0.1605472598628397, 1.061
18800, 0.1576369892234725, 1.081
19200, 0.1546914187290817, 1.102
19600, 0.1519942118904088, 1.123
20000, 0.1493569964149965, 1.144
20400, 0.146939021370833, 1.165
20800, 0.1446555431093649, 1.186
21200, 0.1421292887167314, 1.207
21600, 0.1395028313903588, 1.237
22000, 0.136793242520751, 1.258
22400, 0.1340819999873735, 1.279
22800, 0.131644989199001, 1.299
23200, 0.1292525512976814, 1.32
23600, 0.1270869754121231, 1.341
24000, 0.1250736119533818, 1.361
24400, 0.1232221266676417, 1.382
24800, 0.1214539189106692, 1.412
25200, 0.1198408498892323, 1.433
25600, 0.1184164148182366, 1.454
26000, 0.1168123720875339, 1.474
26400, 0.1151595302600435, 1.495
26800, 0.1135549913778508, 1.516
27200, 0.1117689586684163, 1.537
27600, 0.1098368410817826, 1.557
28000, 0.1080304673619494, 1.588
28400, 0.1064459211471682, 1.608
28800, 0.104743835092076, 1.629
29200, 0.1029930754804367, 1.65
29600, 0.1014033478101332, 1.67
30000, 0.09999431124807044, 1.691
30400, 0.09860292232064741, 1.712
30800, 0.0972327811693825, 1.733
31200, 0.09606341509268623, 1.763
31600, 0.09502635181855791, 1.784
32000, 0.09398413052219141, 1.805
